setting,group,method,split,stationary_error,nonstationary_error
2,data_80_50_space_time,stcomb,"(3, 3, 3)",0.016367947,0.014325331
2,data_80_50_space_time,stcomb,"(4, 4, 4)",0.017416287,0.015298181
2,data_80_50_space_time,stlcor,"(2, 2, 2)",1.2441735006968675,1.244298074631918
2,data_80_50_space_time,stlcor,"(3, 3, 3)",1.1806848740168474,1.1798458859204262
2,data_80_50_space_time,stlcor,"(4, 4, 4)",1.1303796926683805,1.1300213236750576
2,data_80_50_space_time,stsave,"(2, 2, 2)",0.3431345625091551,0.3418452887239766
2,data_80_50_space_time,stsave,"(3, 3, 3)",0.016357891,0.014296507
2,data_80_50_space_time,stsave,"(4, 4, 4)",0.017398183,0.015275015
2,data_80_50_space_time,stsir,"(2, 2, 2)",1.1901635746792776,1.1901550848766933
2,data_80_50_space_time,stsir,"(3, 3, 3)",1.1894409986814798,1.1893659065707043
2,data_80_50_space_time,stsir,"(4, 4, 4)",1.2016549866047312,1.2011384596647208
2,data_80_50_time,random,"(2, 2, 2)",1.2129969723769114,1.2131655044816017
2,data_80_50_time,random,"(3, 3, 3)",1.2129969723769114,1.2131655044816017
2,data_80_50_time,random,"(4, 4, 4)",1.2129969723769114,1.2131655044816017
2,data_80_50_time,stcomb,"(2, 2, 2)",0.027939835,0.023967406
2,data_80_50_time,stcomb,"(3, 3, 3)",0.017656572,0.013564578
2,data_80_50_time,stcomb,"(4, 4, 4)",0.021229562,0.017115438
2,data_80_50_time,stlcor,"(2, 2, 2)",1.184157055586124,1.1838138131001432
2,data_80_50_time,stlcor,"(3, 3, 3)",1.172019196182972,1.1720781998924426
2,data_80_50_time,stlcor,"(4, 4, 4)",1.1512181622631703,1.150439303621048
2,data_80_50_time,stsave,"(2, 2, 2)",0.027942405,0.023955578
2,data_80_50_time,stsave,"(3, 3, 3)",0.017654653,0.013558306
2,data_80_50_time,stsave,"(4, 4, 4)",0.021227068,0.017110685
2,data_80_50_time,stsir,"(2, 2, 2)",1.2014131403498496,1.2009796310765677
2,data_80_50_time,stsir,"(3, 3, 3)",1.2045232572334212,1.2044997000336417
2,data_80_50_time,stsir,"(4, 4, 4)",1.2111067535372506,1.2107827230389865
3,data_160_10_space,random,"(2, 2, 2)",1.1969530152634542,1.1965641
3,data_160_10_space,random,"(3, 3, 3)",1.1969530152634542,1.1965641
3,data_160_10_space,random,"(4, 4, 4)",1.1969530152634542,1.1965641
3,data_160_10_space,stcomb,"(2, 2, 2)",0.5108176344715954,0.5063947482580974
3,data_160_10_space,stcomb,"(3, 3, 3)",0.092739998,0.084201995
3,data_160_10_space,stcomb,"(4, 4, 4)",0.051228499,0.043449312
3,data_160_10_space,stlcor,"(2, 2, 2)",0.7210497077043828,0.7144992981345157
3,data_160_10_space,stlcor,"(3, 3, 3)",0.2836353093115381,0.2756025798254461
3,data_160_10_space,stlcor,"(4, 4, 4)",0.1698066101919678,0.1612781044342545
3,data_160_10_space,stsave,"(2, 2, 2)",0.6303259998743285,0.6283499324311038
3,data_160_10_space,stsave,"(3, 3, 3)",0.1918766730840876,0.186242752
3,data_160_10_space,stsave,"(4, 4, 4)",0.1401353693496962,0.1358432390246146
3,data_160_10_space,stsir,"(2, 2, 2)",0.7757234721925308,0.7736474711894328
3,data_160_10_space,stsir,"(3, 3, 3)",0.2487167616765373,0.2407788860104846
3,data_160_10_space,stsir,"(4, 4, 4)",0.1038483819786645,0.094734182
3,data_160_10_space_time,random,"(2, 2, 2)",1.2009820114437706,1.2004923160311805
3,data_160_10_space_time,random,"(3, 3, 3)",1.2009820114437706,1.2004923160311805
3,data_160_10_space_time,random,"(4, 4, 4)",1.2009820114437706,1.2004923160311805
3,data_160_10_space_time,stcomb,"(2, 2, 2)",1.1610461375986256,1.159459223259922
3,data_160_10_space_time,stcomb,"(3, 3, 3)",0.6734409555805175,0.6691825584244837
3,data_160_10_space_time,stcomb,"(4, 4, 4)",0.091786208,0.085481466
3,data_160_10_space_time,stlcor,"(2, 2, 2)",0.7762425550771666,0.7713139590708336
3,data_160_10_space_time,stlcor,"(3, 3, 3)",0.2564189508309089,0.2494309974414358
3,data_160_10_space_time,stlcor,"(4, 4, 4)",0.1570542476323196,0.1489862090961048
3,data_160_10_space_time,stsave,"(2, 2, 2)",1.155290344423207,1.155528292632993
3,data_160_10_space_time,stsave,"(3, 3, 3)",0.8589203529671088,0.8563953155677126
3,data_160_10_space_time,stsave,"(4, 4, 4)",0.2586389374011492,0.255286839
3,data_160_10_space_time,stsir,"(2, 2, 2)",1.4172647038535071,1.4161481959405628
3,data_160_10_space_time,stsir,"(3, 3, 3)",1.0834654974282991,1.0814092070070676
3,data_160_10_space_time,stsir,"(4, 4, 4)",0.1935645773968702,0.1866997470140753
3,data_160_10_time,random,"(2, 2, 2)",1.207149928560823,1.2062940109459102
3,data_160_10_time,random,"(3, 3, 3)",1.207149928560823,1.206294011
3,data_160_10_time,random,"(4, 4, 4)",1.207149928560823,1.2062940109459102
3,data_160_10_time,stcomb,"(2, 2, 2)",0.2117852441969887,0.2043333910293631
3,data_160_10_time,stcomb,"(3, 3, 3)",0.049293076,0.041232294
3,data_160_10_time,stcomb,"(4, 4, 4)",0.034622437,0.026522296
3,data_160_10_time,stlcor,"(2, 2, 2)",0.5164890169586152,0.5076169600664225
3,data_160_10_time,stlcor,"(3, 3, 3)",0.2316809884057993,0.2215803654784542
3,data_160_10_time,stlcor,"(4, 4, 4)",0.1554089983424219,0.1469644014021932
3,data_160_10_time,stsave,"(2, 2, 2)",0.3905952238950974,0.3844633486647802
3,data_160_10_time,stsave,"(3, 3, 3)",0.1216163971385858,0.1146396290327477
3,data_160_10_time,stsave,"(4, 4, 4)",0.091021617,0.084832143
3,data_160_10_time,stsir,"(2, 2, 2)",0.541953117,0.5383402048812965
3,data_160_10_time,stsir,"(3, 3, 3)",0.1250220811013518,0.118525835
3,data_160_10_time,stsir,"(4, 4, 4)",0.064492641,0.056000379
3,data_160_50_space,random,"(2, 2, 2)",1.1919672979806697,1.1919856759427332
3,data_160_50_space,random,"(3, 3, 3)",1.1919672979806697,1.1919856759427332
3,data_160_50_space,random,"(4, 4, 4)",1.1919672979806697,1.191985675942733
3,data_160_50_space,stcomb,"(2, 2, 2)",0.4317074263475748,0.4295751265734693
3,data_160_50_space,stcomb,"(3, 3, 3)",0.05429463,0.052037971
3,data_160_50_space,stcomb,"(4, 4, 4)",0.02741024,0.025509553
3,data_160_50_space,stlcor,"(2, 2, 2)",0.6634421628817126,0.6611344024707714
3,data_160_50_space,stlcor,"(3, 3, 3)",0.088554033,0.086247547
3,data_160_50_space,stlcor,"(4, 4, 4)",0.040066121,0.037991016
3,data_160_50_space,stsave,"(2, 2, 2)",0.5943516467087802,0.5932431707670512
3,data_160_50_space,stsave,"(3, 3, 3)",0.1358192395055803,0.1343433473982474
3,data_160_50_space,stsave,"(4, 4, 4)",0.072243055,0.070881368
3,data_160_50_space,stsir,"(2, 2, 2)",0.7939506225357866,0.7933151628745324
3,data_160_50_space,stsir,"(3, 3, 3)",0.2831162149472234,0.2810398383102023
3,data_160_50_space,stsir,"(4, 4, 4)",0.1312465021308197,0.1289682117642666
3,data_160_50_space_time,random,"(2, 2, 2)",1.1971045497810713,1.197318964124394
3,data_160_50_space_time,random,"(3, 3, 3)",1.1971045497810713,1.197318964124394
3,data_160_50_space_time,random,"(4, 4, 4)",1.1971045497810713,1.197318964124394
3,data_160_50_space_time,stcomb,"(2, 2, 2)",0.9118571826833224,0.9108347841986228
3,data_160_50_space_time,stcomb,"(3, 3, 3)",0.1293474251752459,0.1275037101746059
3,data_160_50_space_time,stcomb,"(4, 4, 4)",0.0366802,0.034800238
3,data_160_50_space_time,stlcor,"(2, 2, 2)",0.6995414767261598,0.6978530350742226
3,data_160_50_space_time,stlcor,"(3, 3, 3)",0.087184808,0.084920439
3,data_160_50_space_time,stlcor,"(4, 4, 4)",0.039148265,0.037082822
3,data_160_50_space_time,stsave,"(2, 2, 2)",1.0292190045110543,1.0286635759444271
3,data_160_50_space_time,stsave,"(3, 3, 3)",0.7536485507381365,0.7531372409375301
3,data_160_50_space_time,stsave,"(4, 4, 4)",0.1273814057933241,0.1260168775549586
3,data_160_50_space_time,stsir,"(2, 2, 2)",1.398172082651527,1.3981920630085385
3,data_160_50_space_time,stsir,"(3, 3, 3)",1.0841612917301715,1.0834507314669022
3,data_160_50_space_time,stsir,"(4, 4, 4)",0.2915538014977804,0.2900810399442246
3,data_160_50_time,random,"(2, 2, 2)",1.2077468552788873,1.2079402321269042
3,data_160_50_time,random,"(3, 3, 3)",1.2077468552788873,1.207940232126904
3,data_160_50_time,random,"(4, 4, 4)",1.2077468552788873,1.207940232126904
3,data_160_50_time,stcomb,"(2, 2, 2)",0.1655560327679234,0.1631516975059092
3,data_160_50_time,stcomb,"(3, 3, 3)",0.032982651,0.030769723
3,data_160_50_time,stcomb,"(4, 4, 4)",0.01978483,0.017579462
3,data_160_50_time,stlcor,"(2, 2, 2)",0.3306542134663692,0.3267738389977197
3,data_160_50_time,stlcor,"(3, 3, 3)",0.061467231,0.058275241
3,data_160_50_time,stlcor,"(4, 4, 4)",0.033406161,0.030947931
3,data_160_50_time,stsave,"(2, 2, 2)",0.3718765816862327,0.3699947853072055
3,data_160_50_time,stsave,"(3, 3, 3)",0.089260508,0.087489996
3,data_160_50_time,stsave,"(4, 4, 4)",0.048711857,0.046905717
3,data_160_50_time,stsir,"(2, 2, 2)",0.5684099565839837,0.5673852689107346
3,data_160_50_time,stsir,"(3, 3, 3)",0.1664639934783866,0.1650561412153303
3,data_160_50_time,stsir,"(4, 4, 4)",0.085829777,0.083910221
3,data_80_10_space,random,"(2, 2, 2)",1.2035302014572933,1.2034376351084772
3,data_80_10_space,random,"(3, 3, 3)",1.2035302014572933,1.2034376351084772
3,data_80_10_space,random,"(4, 4, 4)",1.203530201457293,1.203437635108477
3,data_80_10_space,stcomb,"(2, 2, 2)",0.6645695628131761,0.656425761
3,data_80_10_space,stcomb,"(3, 3, 3)",0.2165133964795023,0.2035069896814067
3,data_80_10_space,stcomb,"(4, 4, 4)",0.1887180175788872,0.1764301029008406
3,data_80_10_space,stlcor,"(2, 2, 2)",0.7040989098027063,0.6945263188423364
3,data_80_10_space,stlcor,"(3, 3, 3)",0.4007680610773175,0.389693636
3,data_80_10_space,stlcor,"(4, 4, 4)",0.4448059592303537,0.4353853207850704
3,data_80_10_space,stsave,"(2, 2, 2)",0.7846767211408128,0.7805157780602187
3,data_80_10_space,stsave,"(3, 3, 3)",0.3862025604082029,0.3793852062684419
3,data_80_10_space,stsave,"(4, 4, 4)",0.4482579806893962,0.445315547
3,data_80_10_space,stsir,"(2, 2, 2)",0.8940428505321509,0.8914695133455516
3,data_80_10_space,stsir,"(3, 3, 3)",0.4540088670189008,0.4429983325507703
3,data_80_10_space,stsir,"(4, 4, 4)",0.3106668371536422,0.2955331901076719
3,data_80_10_space_time,random,"(2, 2, 2)",1.208981251013773,1.209570178880898
3,data_80_10_space_time,random,"(3, 3, 3)",1.208981251013773,1.209570178880898
3,data_80_10_space_time,random,"(4, 4, 4)",1.2089812510137732,1.209570178880898
3,data_80_10_space_time,stcomb,"(2, 2, 2)",1.2651821985941392,1.2619789660351797
3,data_80_10_space_time,stcomb,"(3, 3, 3)",0.861941012,0.8549546230849334
3,data_80_10_space_time,stcomb,"(4, 4, 4)",0.3735720813818551,0.3659654412851005
3,data_80_10_space_time,stlcor,"(2, 2, 2)",0.7237128025122254,0.7155984490987221
3,data_80_10_space_time,stlcor,"(3, 3, 3)",0.3516973943507389,0.3411215521996165
3,data_80_10_space_time,stlcor,"(4, 4, 4)",0.3890641711306187,0.3804062294032527
3,data_80_10_space_time,stsave,"(2, 2, 2)",1.2906939743343746,1.2892200744989013
3,data_80_10_space_time,stsave,"(3, 3, 3)",0.9962298749447112,0.9928398850443018
3,data_80_10_space_time,stsave,"(4, 4, 4)",0.6339898343667585,0.6329940525230472
3,data_80_10_space_time,stsir,"(2, 2, 2)",1.590550786203283,1.5882569924404384
3,data_80_10_space_time,stsir,"(3, 3, 3)",1.1939881283529583,1.1906797051711018
3,data_80_10_space_time,stsir,"(4, 4, 4)",0.6012559075792394,0.59447213
3,data_80_10_time,random,"(2, 2, 2)",1.2026054698016038,1.2031640784325313
3,data_80_10_time,random,"(3, 3, 3)",1.2026054698016038,1.2031640784325313
3,data_80_10_time,random,"(4, 4, 4)",1.2026054698016038,1.2031640784325313
3,data_80_10_time,stcomb,"(2, 2, 2)",0.3281513916193196,0.3142515457315408
3,data_80_10_time,stcomb,"(3, 3, 3)",0.1242562672115477,0.10744475
3,data_80_10_time,stcomb,"(4, 4, 4)",0.1039345475992787,0.086766463
3,data_80_10_time,stlcor,"(2, 2, 2)",0.4877269683775665,0.4722061950402842
3,data_80_10_time,stlcor,"(3, 3, 3)",0.3554953335781134,0.339626905
3,data_80_10_time,stlcor,"(4, 4, 4)",0.4117705786150626,0.3991975734744283
3,data_80_10_time,stsave,"(2, 2, 2)",0.5187449152558116,0.509949893
3,data_80_10_time,stsave,"(3, 3, 3)",0.2668692402037315,0.2547182574702682
3,data_80_10_time,stsave,"(4, 4, 4)",0.2974042961505188,0.2864426980131648
3,data_80_10_time,stsir,"(2, 2, 2)",0.689133362,0.6839104522533253
3,data_80_10_time,stsir,"(3, 3, 3)",0.3257475910089416,0.317877612
3,data_80_10_time,stsir,"(4, 4, 4)",0.2152282628748798,0.2014271417805546
3,data_80_50_space,random,"(2, 2, 2)",1.1859227651983004,1.185981110143309
3,data_80_50_space,random,"(3, 3, 3)",1.1859227651983004,1.185981110143309
3,data_80_50_space,random,"(4, 4, 4)",1.1859227651983004,1.185981110143309
3,data_80_50_space,stcomb,"(2, 2, 2)",0.6044355075104928,0.6018789175505436
3,data_80_50_space,stcomb,"(3, 3, 3)",0.1259621075149836,0.1220781332285492
3,data_80_50_space,stcomb,"(4, 4, 4)",0.084096092,0.079980165
3,data_80_50_space,stlcor,"(2, 2, 2)",0.5878140549024272,0.5841843641515654
3,data_80_50_space,stlcor,"(3, 3, 3)",0.1498156446722447,0.1455328786743989
3,data_80_50_space,stlcor,"(4, 4, 4)",0.1092593857664142,0.1048827110648251
3,data_80_50_space,stsave,"(2, 2, 2)",0.7720815677770845,0.7707857590508317
3,data_80_50_space,stsave,"(3, 3, 3)",0.2996634921828038,0.2975551255984512
3,data_80_50_space,stsave,"(4, 4, 4)",0.246175127,0.2435921323119318
3,data_80_50_space,stsir,"(2, 2, 2)",0.908827528,0.9087184569027624
3,data_80_50_space,stsir,"(3, 3, 3)",0.5289850020397087,0.52709761
3,data_80_50_space,stsir,"(4, 4, 4)",0.4096847946647932,0.4063919672490539
3,data_80_50_space_time,random,"(2, 2, 2)",1.200538514,1.2003431452429514
3,data_80_50_space_time,random,"(3, 3, 3)",1.200538514,1.2003431452429514
3,data_80_50_space_time,random,"(4, 4, 4)",1.200538514,1.2003431452429514
3,data_80_50_space_time,stcomb,"(2, 2, 2)",1.001727257584864,1.000007638695769
3,data_80_50_space_time,stcomb,"(3, 3, 3)",0.27782,0.2744587802853666
3,data_80_50_space_time,stcomb,"(4, 4, 4)",0.1482202770027532,0.1449534
3,data_80_50_space_time,stlcor,"(2, 2, 2)",0.6237674785106122,0.620287716
3,data_80_50_space_time,stlcor,"(3, 3, 3)",0.1389025956527322,0.1348547415757628
3,data_80_50_space_time,stlcor,"(4, 4, 4)",0.1032736990328782,0.099551135
3,data_80_50_space_time,stsave,"(2, 2, 2)",1.1893429548403245,1.189594656
3,data_80_50_space_time,stsave,"(3, 3, 3)",0.9325217605768288,0.9315844941394176
3,data_80_50_space_time,stsave,"(4, 4, 4)",0.4580580737429766,0.4568811210623383
3,data_80_50_space_time,stsir,"(2, 2, 2)",1.5611802629408909,1.5607856244095986
3,data_80_50_space_time,stsir,"(3, 3, 3)",1.2068504043090609,1.205936712996775
3,data_80_50_space_time,stsir,"(4, 4, 4)",0.7787724708601047,0.7780595784211569
3,data_80_50_time,random,"(2, 2, 2)",1.1999586639951845,1.2004149800422064
3,data_80_50_time,random,"(3, 3, 3)",1.1999586639951847,1.2004149800422064
3,data_80_50_time,random,"(4, 4, 4)",1.1999586639951845,1.2004149800422064
3,data_80_50_time,stcomb,"(2, 2, 2)",0.2285322191326964,0.223679871
3,data_80_50_time,stcomb,"(3, 3, 3)",0.071408872,0.066326999
3,data_80_50_time,stcomb,"(4, 4, 4)",0.050707314,0.045990817
3,data_80_50_time,stlcor,"(2, 2, 2)",0.2894093206245355,0.2834244903165885
3,data_80_50_time,stlcor,"(3, 3, 3)",0.1012799579051104,0.095246987
3,data_80_50_time,stlcor,"(4, 4, 4)",0.082492079,0.077082155
3,data_80_50_time,stsave,"(2, 2, 2)",0.4736020878540308,0.4706874135890047
3,data_80_50_time,stsave,"(3, 3, 3)",0.2110232371146516,0.2075469231782425
3,data_80_50_time,stsave,"(4, 4, 4)",0.1462287419749346,0.1426239466598255
3,data_80_50_time,stsir,"(2, 2, 2)",0.7201237595021543,0.7197977100425005
3,data_80_50_time,stsir,"(3, 3, 3)",0.4289943534412189,0.4274109571166349
3,data_80_50_time,stsir,"(4, 4, 4)",0.3173601457862263,0.3151006346866311
4,data_160_10_space,random,"(2, 2, 2)",1.210114395,1.210380519190358
4,data_160_10_space,random,"(3, 3, 3)",1.210114395,1.2103805191903585
4,data_160_10_space,random,"(4, 4, 4)",1.210114395,1.210380519190358
4,data_160_10_space,stcomb,"(2, 2, 2)",0.4090311321787372,0.40579549
4,data_160_10_space,stcomb,"(3, 3, 3)",0.036226192,0.030782101
4,data_160_10_space,stcomb,"(4, 4, 4)",0.036974341,0.031191254
4,data_160_10_space,stlcor,"(2, 2, 2)",1.285612874611512,1.286764332745005
4,data_160_10_space,stlcor,"(3, 3, 3)",0.9882551626769016,0.9887082259606428
4,data_160_10_space,stlcor,"(4, 4, 4)",1.0320339182873637,1.0308147196792068
4,data_160_10_space,stsave,"(2, 2, 2)",0.5026452974486944,0.5003826016811008
4,data_160_10_space,stsave,"(3, 3, 3)",0.099679041,0.095260439
4,data_160_10_space,stsave,"(4, 4, 4)",0.1275333743208261,0.1240473771781695
4,data_160_10_space,stsir,"(2, 2, 2)",0.4669282564892195,0.4641760106589884
4,data_160_10_space,stsir,"(3, 3, 3)",0.078743835,0.07335103
4,data_160_10_space,stsir,"(4, 4, 4)",0.058759814,0.052188411
4,data_160_10_space_time,random,"(2, 2, 2)",1.2102964235913385,1.2100271338772928
4,data_160_10_space_time,random,"(3, 3, 3)",1.2102964235913385,1.2100271338772928
4,data_160_10_space_time,random,"(4, 4, 4)",1.2102964235913385,1.2100271338772928
4,data_160_10_space_time,stcomb,"(2, 2, 2)",0.8500982849362763,0.8487554208448846
4,data_160_10_space_time,stcomb,"(3, 3, 3)",0.8823140824878011,0.8805835929740556
4,data_160_10_space_time,stcomb,"(4, 4, 4)",0.1118623147866869,0.1065751551118481
4,data_160_10_space_time,stlcor,"(2, 2, 2)",1.3401879381592638,1.3420073101202137
4,data_160_10_space_time,stlcor,"(3, 3, 3)",0.4294951618503391,0.4225386754694303
4,data_160_10_space_time,stlcor,"(4, 4, 4)",1.0262626807781272,1.0262877769063286
4,data_160_10_space_time,stsave,"(2, 2, 2)",0.8379244208255497,0.837035661
4,data_160_10_space_time,stsave,"(3, 3, 3)",0.8802067184319821,0.8791299806121322
4,data_160_10_space_time,stsave,"(4, 4, 4)",0.3749195976519631,0.3726919561391049
4,data_160_10_space_time,stsir,"(2, 2, 2)",0.8063991177120484,0.8049854882383548
4,data_160_10_space_time,stsir,"(3, 3, 3)",1.006877677946726,1.0051005232924686
4,data_160_10_space_time,stsir,"(4, 4, 4)",0.1522917098441367,0.1466203182387756
4,data_160_10_time,random,"(2, 2, 2)",1.195530392757001,1.1953678144973292
4,data_160_10_time,random,"(3, 3, 3)",1.1955303927570005,1.1953678144973292
4,data_160_10_time,random,"(4, 4, 4)",1.1955303927570002,1.1953678144973292
4,data_160_10_time,stcomb,"(2, 2, 2)",0.080129885,0.060858144
4,data_160_10_time,stcomb,"(3, 3, 3)",0.044706999,0.023672609
4,data_160_10_time,stcomb,"(4, 4, 4)",0.035303791,0.013742178
4,data_160_10_time,stlcor,"(2, 2, 2)",0.3383646450121565,0.3195313300784484
4,data_160_10_time,stlcor,"(3, 3, 3)",0.1401026868169516,0.1183877429524891
4,data_160_10_time,stlcor,"(4, 4, 4)",0.1040825618407565,0.081872051
4,data_160_10_time,stsave,"(2, 2, 2)",0.2461298581687012,0.2284789402398875
4,data_160_10_time,stsave,"(3, 3, 3)",0.085803434,0.065836856
4,data_160_10_time,stsave,"(4, 4, 4)",0.066197204,0.045623663
4,data_160_10_time,stsir,"(2, 2, 2)",0.09925989,0.081698006
4,data_160_10_time,stsir,"(3, 3, 3)",0.06008303,0.041500261
4,data_160_10_time,stsir,"(4, 4, 4)",0.041729019,0.020974897
4,data_160_50_space,random,"(2, 2, 2)",1.2025075823031224,1.202043741986574
4,data_160_50_space,random,"(3, 3, 3)",1.2025075823031224,1.202043741986574
4,data_160_50_space,random,"(4, 4, 4)",1.2025075823031224,1.2020437419865737
4,data_160_50_space,stcomb,"(2, 2, 2)",0.3805830086015268,0.3798738726411306
4,data_160_50_space,stcomb,"(3, 3, 3)",0.020197725,0.018949274
4,data_160_50_space,stcomb,"(4, 4, 4)",0.022692388,0.021386518
4,data_160_50_space,stlcor,"(2, 2, 2)",1.3076748133523095,1.3082569358390497
4,data_160_50_space,stlcor,"(3, 3, 3)",0.8697760720452088,0.8695097562079954
4,data_160_50_space,stlcor,"(4, 4, 4)",1.0085607172796394,1.0085560430477911
4,data_160_50_space,stsave,"(2, 2, 2)",0.4524376766380754,0.4519583360468426
4,data_160_50_space,stsave,"(3, 3, 3)",0.076236565,0.075287226
4,data_160_50_space,stsave,"(4, 4, 4)",0.066468059,0.065540684
4,data_160_50_space,stsir,"(2, 2, 2)",0.4706395569642198,0.4701371231117385
4,data_160_50_space,stsir,"(3, 3, 3)",0.09073843,0.089441489
4,data_160_50_space,stsir,"(4, 4, 4)",0.073577101,0.0722453
4,data_160_50_space_time,random,"(2, 2, 2)",1.187754340623439,1.1878758573035535
4,data_160_50_space_time,random,"(3, 3, 3)",1.187754340623439,1.1878758573035535
4,data_160_50_space_time,random,"(4, 4, 4)",1.1877543406234392,1.1878758573035535
4,data_160_50_space_time,stcomb,"(2, 2, 2)",0.743541715,0.7430946435318203
4,data_160_50_space_time,stcomb,"(3, 3, 3)",0.230047608,0.2290335931093688
4,data_160_50_space_time,stcomb,"(4, 4, 4)",0.04432592,0.042951593
4,data_160_50_space_time,stlcor,"(2, 2, 2)",1.3442912598975472,1.3448506432358442
4,data_160_50_space_time,stlcor,"(3, 3, 3)",0.032865354,0.031523878
4,data_160_50_space_time,stlcor,"(4, 4, 4)",1.0075778978639296,1.0075245030374027
4,data_160_50_space_time,stsave,"(2, 2, 2)",0.7277711076582688,0.727390887
4,data_160_50_space_time,stsave,"(3, 3, 3)",0.8224487171624304,0.8221823423175155
4,data_160_50_space_time,stsave,"(4, 4, 4)",0.2011595406081579,0.2004202350384394
4,data_160_50_space_time,stsir,"(2, 2, 2)",0.7602805162148235,0.7600384204838663
4,data_160_50_space_time,stsir,"(3, 3, 3)",1.0015696459907726,1.001149475295518
4,data_160_50_space_time,stsir,"(4, 4, 4)",0.2191862514521048,0.2176586100510272
4,data_160_50_time,random,"(2, 2, 2)",1.2026600376641503,1.202539564163352
4,data_160_50_time,random,"(3, 3, 3)",1.2026600376641503,1.202539564163352
4,data_160_50_time,random,"(4, 4, 4)",1.2026600376641503,1.202539564163352
4,data_160_50_time,stcomb,"(2, 2, 2)",0.053138719,0.048540576
4,data_160_50_time,stcomb,"(3, 3, 3)",0.020060931,0.01532069
4,data_160_50_time,stcomb,"(4, 4, 4)",0.013915798,0.009137324
4,data_160_50_time,stlcor,"(2, 2, 2)",0.1615267915194742,0.1561810181805162
4,data_160_50_time,stlcor,"(3, 3, 3)",0.035917288,0.030511751
4,data_160_50_time,stlcor,"(4, 4, 4)",0.022018908,0.016866338
4,data_160_50_time,stsave,"(2, 2, 2)",0.2011206077360607,0.196916786
4,data_160_50_time,stsave,"(3, 3, 3)",0.055726574,0.051223326
4,data_160_50_time,stsave,"(4, 4, 4)",0.031209586,0.026583231
4,data_160_50_time,stsir,"(2, 2, 2)",0.091955306,0.088340594
4,data_160_50_time,stsir,"(3, 3, 3)",0.044931866,0.041020639
4,data_160_50_time,stsir,"(4, 4, 4)",0.030270421,0.025898832
4,data_80_10_space,random,"(2, 2, 2)",1.192910815904042,1.1925615203678734
4,data_80_10_space,random,"(3, 3, 3)",1.192910815904042,1.1925615203678734
4,data_80_10_space,random,"(4, 4, 4)",1.192910815904042,1.1925615203678734
4,data_80_10_space,stcomb,"(2, 2, 2)",0.5654952941011023,0.5613228598385906
4,data_80_10_space,stcomb,"(3, 3, 3)",0.080711869,0.071509835
4,data_80_10_space,stcomb,"(4, 4, 4)",0.1627093915853533,0.1534115410584106
4,data_80_10_space,stlcor,"(2, 2, 2)",1.2619293088413988,1.263248671826591
4,data_80_10_space,stlcor,"(3, 3, 3)",1.0050827832993363,1.0037694311785357
4,data_80_10_space,stlcor,"(4, 4, 4)",1.1201631285749518,1.1185580651871725
4,data_80_10_space,stsave,"(2, 2, 2)",0.6170658729995503,0.6132275628358359
4,data_80_10_space,stsave,"(3, 3, 3)",0.2506919256303482,0.2454657294180213
4,data_80_10_space,stsave,"(4, 4, 4)",0.39110369,0.3870561504396737
4,data_80_10_space,stsir,"(2, 2, 2)",0.5864117580059612,0.5834787472290379
4,data_80_10_space,stsir,"(3, 3, 3)",0.1642216120411742,0.1551560056978717
4,data_80_10_space,stsir,"(4, 4, 4)",0.201880949,0.1908537727521006
4,data_80_10_space_time,random,"(2, 2, 2)",1.202635442480252,1.203349505663656
4,data_80_10_space_time,random,"(3, 3, 3)",1.202635442480252,1.203349505663656
4,data_80_10_space_time,random,"(4, 4, 4)",1.202635442480252,1.203349505663656
4,data_80_10_space_time,stcomb,"(2, 2, 2)",0.9041804895435462,0.9017165767749632
4,data_80_10_space_time,stcomb,"(3, 3, 3)",0.9533009368299692,0.9489323607777208
4,data_80_10_space_time,stcomb,"(4, 4, 4)",0.4755434331064999,0.4693820404280527
4,data_80_10_space_time,stlcor,"(2, 2, 2)",1.2898741495378356,1.2930061790408751
4,data_80_10_space_time,stlcor,"(3, 3, 3)",0.6352305167520705,0.6294989176181023
4,data_80_10_space_time,stlcor,"(4, 4, 4)",1.0920824833058838,1.091905379264072
4,data_80_10_space_time,stsave,"(2, 2, 2)",0.8882704296765565,0.8851492751849525
4,data_80_10_space_time,stsave,"(3, 3, 3)",0.9624457537615448,0.9597924222229932
4,data_80_10_space_time,stsave,"(4, 4, 4)",0.6911063488678856,0.6884119118804118
4,data_80_10_space_time,stsir,"(2, 2, 2)",0.8885142177199868,0.8870079316459385
4,data_80_10_space_time,stsir,"(3, 3, 3)",1.0152390234859463,1.0114618966694764
4,data_80_10_space_time,stsir,"(4, 4, 4)",0.4961823648311889,0.4894357574000189
4,data_80_10_time,random,"(2, 2, 2)",1.1949578324918175,1.1935574786919545
4,data_80_10_time,random,"(3, 3, 3)",1.1949578324918178,1.1935574786919545
4,data_80_10_time,random,"(4, 4, 4)",1.1949578324918178,1.193557478691954
4,data_80_10_time,stcomb,"(2, 2, 2)",0.1533420968723109,0.1184258942737167
4,data_80_10_time,stcomb,"(3, 3, 3)",0.096347843,0.059059115
4,data_80_10_time,stcomb,"(4, 4, 4)",0.082724194,0.043964321
4,data_80_10_time,stlcor,"(2, 2, 2)",0.3245910341684215,0.2921756614597101
